               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.020988,            0.011768,           0.0053362,             0.91409,             0.91727,             0.95564,              0.7792,            0.017217,           0.0043621,           0.0045838,            0.002872,            0.002872,            0.002872
                  38,            0.020689,             0.01171,           0.0053756,              0.9152,             0.91334,             0.95727,             0.78404,            0.017226,           0.0043355,           0.0047527,            0.002674,            0.002674,            0.002674
                  39,            0.020621,            0.011757,           0.0054509,              0.9164,             0.91533,             0.95887,             0.78505,            0.017146,           0.0043149,           0.0048008,            0.002476,            0.002476,            0.002476
                  40,            0.020529,            0.011634,            0.005302,             0.91554,             0.91876,             0.95881,             0.78695,             0.01709,           0.0043168,           0.0044979,            0.002278,            0.002278,            0.002278
                  41,            0.020232,            0.011561,            0.005127,             0.91966,             0.91704,             0.95973,              0.7869,            0.017006,           0.0042926,           0.0046563,             0.00208,             0.00208,             0.00208
                  42,            0.020196,            0.011496,           0.0050802,             0.92304,             0.91534,             0.95869,             0.78602,            0.016915,           0.0043103,           0.0047162,            0.001882,            0.001882,            0.001882
                  43,            0.019885,            0.011354,           0.0050079,             0.91699,             0.92333,             0.95909,             0.78808,            0.016803,           0.0042718,           0.0046396,            0.001684,            0.001684,            0.001684
                  44,            0.019778,            0.011415,           0.0050961,             0.92465,             0.91498,             0.95992,             0.79011,            0.016736,           0.0042633,            0.004768,            0.001486,            0.001486,            0.001486
                  45,             0.01961,            0.011362,           0.0050136,             0.91921,             0.92168,             0.96003,             0.79136,            0.016756,           0.0042555,           0.0047377,            0.001288,            0.001288,            0.001288
                  46,             0.01938,            0.011203,            0.004858,             0.92404,             0.91688,              0.9608,             0.79259,            0.016628,           0.0042318,           0.0049639,             0.00109,             0.00109,             0.00109
                  47,            0.019286,            0.011136,           0.0047596,             0.91748,             0.92353,             0.96069,             0.79296,            0.016537,           0.0042341,           0.0050555,            0.000892,            0.000892,            0.000892
                  48,            0.019033,            0.011085,           0.0047344,             0.92081,             0.92127,              0.9615,              0.7953,            0.016511,           0.0042172,             0.00494,            0.000694,            0.000694,            0.000694
                  49,             0.01886,             0.01103,            0.004629,             0.91842,             0.92471,             0.96128,             0.79537,            0.016438,           0.0042121,           0.0048158,            0.000496,            0.000496,            0.000496
