               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.020304,            0.011138,           0.0040956,             0.93738,             0.93676,             0.97279,             0.80464,            0.012359,            0.003951,            0.001683,             0.07009,           0.0033234,           0.0033234
