               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.056757,            0.023207,            0.026695,             0.58257,             0.67853,             0.64534,             0.36436,            0.029745,           0.0073638,            0.010447,            0.070144,           0.0033174,           0.0033174
                   1,            0.039277,            0.016501,            0.012501,             0.77052,             0.82247,             0.84877,             0.54832,            0.024743,           0.0061782,           0.0048446,            0.040034,            0.006541,            0.006541
                   2,            0.034479,            0.015032,           0.0098626,             0.71177,             0.72891,             0.76022,             0.48808,            0.027247,            0.007361,           0.0061482,           0.0098141,           0.0096546,           0.0096546
                   3,            0.031565,            0.015012,           0.0096983,             0.77683,             0.74833,             0.80896,             0.53006,            0.024911,           0.0066276,           0.0052017,            0.009505,            0.009505,            0.009505
                   4,            0.030085,            0.014645,           0.0093337,             0.76285,             0.81514,              0.8441,             0.59162,            0.022016,            0.006433,           0.0043006,            0.009505,            0.009505,            0.009505
                   5,            0.028835,             0.01433,           0.0086929,             0.81182,              0.8194,             0.86924,             0.62035,            0.022004,           0.0059797,           0.0042843,             0.00934,             0.00934,             0.00934
                   6,             0.02802,            0.014208,           0.0083567,             0.81217,             0.82677,             0.87982,              0.6337,            0.021367,           0.0063352,           0.0035151,            0.009175,            0.009175,            0.009175
                   7,            0.027528,            0.014038,           0.0081973,             0.76873,             0.79864,             0.83719,             0.58088,            0.023256,           0.0068641,           0.0040968,             0.00901,             0.00901,             0.00901
                   8,            0.027071,            0.013952,           0.0079981,              0.8159,             0.84627,             0.87625,             0.64339,            0.020305,           0.0059398,           0.0033481,            0.008845,            0.008845,            0.008845
                   9,            0.026764,            0.013811,           0.0080407,              0.8262,             0.83125,             0.88558,              0.6489,            0.021583,           0.0060393,           0.0034112,             0.00868,             0.00868,             0.00868
                  10,            0.026476,            0.013598,           0.0074879,             0.85693,             0.86512,             0.91257,             0.68192,            0.019671,           0.0054378,           0.0029731,            0.008515,            0.008515,            0.008515
                  11,            0.026077,             0.01359,           0.0074248,             0.84833,             0.87501,             0.91558,             0.68896,            0.019488,           0.0054644,           0.0028216,             0.00835,             0.00835,             0.00835
                  12,            0.026055,            0.013492,           0.0075369,             0.86331,             0.86221,             0.92041,             0.69669,            0.019103,            0.005352,           0.0031331,            0.008185,            0.008185,            0.008185
                  13,            0.025629,            0.013359,           0.0073024,             0.85101,             0.85904,             0.91148,             0.69083,            0.018993,           0.0053373,           0.0034005,             0.00802,             0.00802,             0.00802
                  14,            0.025424,            0.013424,           0.0074294,             0.81405,             0.83807,             0.88673,             0.65312,            0.020384,            0.005711,            0.003884,            0.007855,            0.007855,            0.007855
                  15,            0.025132,             0.01326,           0.0072125,             0.84678,              0.8557,             0.90321,             0.67582,            0.019756,           0.0056476,           0.0029265,             0.00769,             0.00769,             0.00769
                  16,            0.025039,            0.013142,           0.0070845,             0.86228,             0.87924,             0.92319,             0.70811,            0.018582,           0.0051887,           0.0028891,            0.007525,            0.007525,            0.007525
                  17,            0.024752,            0.013131,           0.0068936,             0.86415,             0.88008,             0.92298,             0.71487,            0.018565,            0.005208,           0.0026015,             0.00736,             0.00736,             0.00736
                  18,             0.02435,            0.013066,            0.007049,             0.85901,             0.87993,             0.92298,             0.69895,            0.019026,           0.0052946,           0.0026734,            0.007195,            0.007195,            0.007195
                  19,            0.024358,            0.013004,           0.0069189,             0.86893,             0.87572,             0.92319,             0.71057,            0.018219,           0.0051287,           0.0028279,             0.00703,             0.00703,             0.00703
                  20,             0.02438,            0.012977,           0.0067915,             0.86677,             0.87381,             0.92052,             0.70929,            0.018298,           0.0051392,           0.0028259,            0.006865,            0.006865,            0.006865
                  21,            0.024036,            0.012851,           0.0067247,             0.86831,             0.87839,             0.92276,             0.72185,            0.017951,           0.0050446,           0.0026743,              0.0067,              0.0067,              0.0067
                  22,            0.023973,            0.012883,           0.0067127,             0.88695,             0.88813,              0.9391,             0.74057,            0.017507,           0.0047738,           0.0027521,            0.006535,            0.006535,            0.006535
                  23,             0.02389,            0.012766,           0.0067666,             0.89015,             0.88567,              0.9385,             0.73842,            0.017788,           0.0048129,           0.0024989,             0.00637,             0.00637,             0.00637
