               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.073978,            0.027569,            0.034791,              0.2982,             0.56473,             0.32961,             0.14056,            0.037671,            0.010502,            0.020334,            0.070566,           0.0032704,           0.0032704
                   1,            0.047486,            0.019726,            0.020261,             0.45717,             0.55433,             0.46838,             0.21652,            0.037189,            0.008703,            0.015129,            0.040457,           0.0064948,           0.0064948
                   2,             0.04335,            0.016872,            0.013711,             0.51795,             0.66419,             0.58276,             0.30926,            0.035262,           0.0074567,           0.0064786,            0.010238,           0.0096092,           0.0096092
                   3,             0.03756,            0.016016,            0.011869,             0.61633,             0.59422,             0.62434,             0.35737,             0.03111,           0.0088515,            0.014433,            0.009505,            0.009505,            0.009505
                   4,            0.034553,            0.015623,            0.010423,             0.72013,             0.73493,             0.76869,             0.42788,            0.032104,           0.0074731,           0.0060599,            0.009505,            0.009505,            0.009505
                   5,            0.032812,            0.015251,           0.0098836,             0.56488,             0.49093,             0.51569,             0.28971,            0.030251,            0.010103,           0.0082699,             0.00934,             0.00934,             0.00934
                   6,            0.031751,            0.015119,           0.0093831,                0.73,             0.75029,             0.79907,             0.50326,            0.027869,           0.0071782,           0.0046536,            0.009175,            0.009175,            0.009175
                   7,            0.030611,            0.014716,           0.0094551,             0.78514,             0.80923,             0.84142,             0.55138,            0.025979,           0.0064071,           0.0047051,             0.00901,             0.00901,             0.00901
                   8,            0.029894,            0.014488,           0.0087771,             0.78599,             0.80997,             0.85611,             0.55451,            0.025515,           0.0064788,           0.0041266,            0.008845,            0.008845,            0.008845
                   9,             0.02955,            0.014647,           0.0087316,             0.68958,               0.646,             0.68277,             0.41577,            0.028905,           0.0076538,           0.0064291,             0.00868,             0.00868,             0.00868
                  10,            0.028521,              0.0143,           0.0087019,             0.70981,             0.70813,             0.73687,             0.44185,            0.027934,           0.0073876,             0.00552,            0.008515,            0.008515,            0.008515
                  11,             0.02846,            0.014145,           0.0086671,             0.81493,             0.80781,             0.86278,             0.59223,            0.024195,           0.0061689,           0.0052604,             0.00835,             0.00835,             0.00835
                  12,            0.027866,            0.014168,           0.0083327,             0.76029,              0.7364,             0.78507,             0.49882,            0.027778,           0.0070688,           0.0053021,            0.008185,            0.008185,            0.008185
                  13,            0.027904,            0.014045,           0.0079033,             0.76806,             0.77268,             0.83313,             0.54781,            0.024672,           0.0071853,           0.0040992,             0.00802,             0.00802,             0.00802
                  14,             0.02754,            0.014098,           0.0082698,             0.73598,             0.74837,             0.78772,             0.52642,            0.023284,           0.0072263,           0.0062194,            0.007855,            0.007855,            0.007855
                  15,            0.027501,            0.013975,           0.0081476,             0.76929,             0.78277,             0.82103,             0.54864,            0.023554,           0.0069154,           0.0037426,             0.00769,             0.00769,             0.00769
                  16,            0.026899,            0.013867,           0.0082061,             0.75051,              0.7362,             0.78746,             0.51172,            0.025534,           0.0067236,           0.0046333,            0.007525,            0.007525,            0.007525
                  17,            0.026398,            0.013573,           0.0080183,             0.77422,             0.80347,             0.84285,             0.57472,            0.023373,           0.0064533,            0.004321,             0.00736,             0.00736,             0.00736
                  18,            0.026269,            0.013631,           0.0073185,             0.82061,             0.81593,              0.8678,             0.60405,            0.022542,           0.0063434,           0.0039581,            0.007195,            0.007195,            0.007195
                  19,            0.026042,             0.01357,            0.007417,             0.83147,             0.84784,             0.89194,             0.63506,            0.021086,           0.0058961,           0.0034029,             0.00703,             0.00703,             0.00703
                  20,            0.025897,            0.013413,           0.0073553,             0.82981,             0.83609,             0.88076,             0.63488,            0.021212,           0.0057277,           0.0043483,            0.006865,            0.006865,            0.006865
                  21,            0.025504,            0.013275,           0.0073152,             0.78288,             0.77393,             0.81718,             0.55116,            0.024105,           0.0066087,           0.0039949,              0.0067,              0.0067,              0.0067
                  22,            0.025462,            0.013375,           0.0070423,             0.83668,              0.8664,             0.90316,             0.66002,            0.020721,           0.0054092,           0.0032798,            0.006535,            0.006535,            0.006535
                  23,            0.025328,            0.013278,           0.0072525,             0.84092,             0.86086,             0.90047,             0.66887,            0.020827,           0.0054129,            0.003408,             0.00637,             0.00637,             0.00637
