               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,             0.02249,            0.012305,           0.0058185,              0.8794,             0.89828,             0.93459,             0.73741,            0.018116,           0.0049152,            0.002538,            0.004225,            0.004225,            0.004225
                  37,            0.022083,             0.01228,           0.0057266,             0.88863,             0.89992,             0.94051,             0.74599,            0.017523,           0.0047743,           0.0024404,             0.00406,             0.00406,             0.00406
                  38,            0.021849,            0.012204,            0.005655,             0.88977,              0.8964,             0.93891,              0.7459,            0.017162,           0.0047669,           0.0024525,            0.003895,            0.003895,            0.003895
                  39,            0.021793,            0.012182,           0.0060028,             0.88936,              0.8949,             0.93979,             0.74521,            0.017405,            0.004814,            0.002706,             0.00373,             0.00373,             0.00373
                  40,            0.021724,            0.012043,           0.0055463,             0.88756,             0.89619,             0.93925,             0.74915,            0.017172,            0.004817,           0.0025915,            0.003565,            0.003565,            0.003565
                  41,            0.021498,            0.012132,           0.0055572,             0.89724,             0.89334,             0.94081,             0.75158,            0.016994,            0.004751,           0.0028385,              0.0034,              0.0034,              0.0034
                  42,            0.021466,            0.012084,           0.0054105,             0.90151,             0.89308,             0.94517,             0.76008,            0.016909,           0.0046931,           0.0026374,            0.003235,            0.003235,            0.003235
                  43,            0.021396,            0.011886,            0.005544,             0.89821,             0.89953,             0.94081,             0.75195,            0.017068,           0.0047437,           0.0026837,             0.00307,             0.00307,             0.00307
                  44,            0.021062,            0.011852,           0.0055471,             0.89617,                 0.9,             0.94408,             0.75718,            0.016824,           0.0046078,           0.0025504,            0.002905,            0.002905,            0.002905
                  45,            0.020921,            0.011855,           0.0054062,              0.8941,             0.90189,             0.94357,             0.75859,            0.016695,           0.0046246,           0.0026296,             0.00274,             0.00274,             0.00274
                  46,            0.020584,            0.011672,            0.005251,             0.89907,             0.90067,             0.94628,             0.76223,            0.016612,            0.004585,           0.0024692,            0.002575,            0.002575,            0.002575
                  47,            0.020937,            0.011689,           0.0051721,             0.89835,             0.90326,             0.94666,             0.76159,            0.016658,           0.0046087,           0.0024982,             0.00241,             0.00241,             0.00241
                  48,            0.020646,            0.011698,           0.0051098,             0.89354,             0.90309,               0.944,             0.76226,            0.016512,            0.004632,           0.0024486,            0.002245,            0.002245,            0.002245
                  49,            0.020465,            0.011556,           0.0049099,             0.89653,             0.90587,             0.94622,             0.76588,             0.01629,           0.0046125,           0.0025087,             0.00208,             0.00208,             0.00208
                  50,            0.020123,            0.011508,           0.0048678,             0.90091,             0.90338,             0.94612,             0.76987,            0.016353,           0.0045438,           0.0026582,            0.001915,            0.001915,            0.001915
                  51,            0.019879,            0.011526,           0.0048665,             0.89953,             0.90679,             0.94779,             0.76906,             0.01654,           0.0045381,           0.0025738,             0.00175,             0.00175,             0.00175
                  52,            0.019754,            0.011428,           0.0047369,             0.90869,             0.89807,             0.94672,             0.77036,            0.016612,           0.0045256,           0.0026748,            0.001585,            0.001585,            0.001585
                  53,            0.019578,            0.011384,           0.0049122,             0.90228,             0.90711,              0.9476,             0.77295,            0.016605,           0.0045167,           0.0027805,             0.00142,             0.00142,             0.00142
                  54,            0.019263,            0.011298,           0.0047634,             0.90719,             0.90459,             0.94928,             0.77488,            0.016411,           0.0044874,            0.002774,            0.001255,            0.001255,            0.001255
                  55,            0.019097,            0.011256,           0.0045488,             0.90193,             0.90747,             0.94796,             0.77818,            0.016194,           0.0044753,           0.0026651,             0.00109,             0.00109,             0.00109
                  56,            0.019204,             0.01118,           0.0047289,             0.90541,             0.91076,             0.95065,             0.77942,             0.01601,            0.004452,           0.0026903,            0.000925,            0.000925,            0.000925
                  57,            0.018965,            0.011204,            0.004343,             0.89971,             0.91462,             0.94907,             0.77838,            0.016099,            0.004474,           0.0027751,             0.00076,             0.00076,             0.00076
                  58,            0.018722,            0.011061,           0.0045134,             0.90565,             0.91127,             0.94964,              0.7775,            0.016073,           0.0044733,           0.0026622,            0.000595,            0.000595,            0.000595
                  59,            0.018613,            0.011096,           0.0042485,             0.90566,             0.91365,             0.95062,             0.78019,            0.016049,           0.0044667,           0.0027169,             0.00043,             0.00043,             0.00043
