               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.061284,            0.023785,            0.027798,             0.43697,             0.55312,             0.45048,             0.21614,            0.030083,           0.0077937,            0.012417,             0.07012,             0.00332,             0.00332
                   1,            0.041118,            0.017203,            0.013454,             0.68545,             0.73176,              0.7534,             0.44608,            0.025354,           0.0066373,           0.0070572,            0.038803,            0.005336,            0.005336
                   2,             0.03704,            0.015869,            0.011077,             0.61272,             0.61858,             0.63744,             0.35113,            0.028343,           0.0079613,           0.0081924,           0.0061653,           0.0060319,           0.0060319
                   3,            0.033451,            0.015451,            0.010366,             0.67668,             0.69826,             0.72761,             0.46079,             0.02341,            0.007302,            0.005149,             0.00406,             0.00406,             0.00406
                   4,            0.031528,             0.01495,           0.0094201,             0.75272,             0.72415,             0.79007,             0.53045,            0.021215,           0.0068654,            0.004614,             0.00406,             0.00406,             0.00406
